文件名,编,分编,章,节,内容
农业机械安全监督管理条例,,,第一章 总则,,第一条 为了加强农业机械安全监督管理预防和减少农业机械事故保障人民生命和财产安全制定本条例。
农业机械安全监督管理条例,,,第一章 总则,,第二条 在中华人民共和国境内从事农业机械的生产、销售、维修、使用操作以及安全监督管理等活动应当遵守本条例。本条例所称农业机械是指用于农业生产及其产品初加工等相关农事活动的机械、设备。
农业机械安全监督管理条例,,,第一章 总则,,第三条 农业机械安全监督管理应当遵循以人为本、预防事故、保障安全、促进发展的原则。
农业机械安全监督管理条例,,,第一章 总则,,第四条 县级以上人民政府应当加强对农业机械安全监督管理工作的领导完善农业机械安全监督管理体系增加对农民购买农业机械的补贴保障农业机械安全的财政投入建立健全农业机械安全生产责任制。
农业机械安全监督管理条例,,,第一章 总则,,第五条 国务院有关部门和地方各级人民政府、有关部门应当加强农业机械安全法律、法规、标准和知识的宣传教育。农业生产经营组织、农业机械所有人应当对农业机械操作人员及相关人员进行农业机械安全使用教育提高其安全意识。
农业机械安全监督管理条例,,,第一章 总则,,第六条 国家鼓励和支持开发、生产、推广、应用先进适用、安全可靠、节能环保的农业机械建立健全农业机械安全技术标准和安全操作规程。
农业机械安全监督管理条例,,,第一章 总则,,第七条 国家鼓励农业机械操作人员、维修技术人员参加职业技能培训和依法成立安全互助组织提高农业机械安全操作水平。
农业机械安全监督管理条例,,,第一章 总则,,第八条 国家建立落后农业机械淘汰制度和危及人身财产安全的农业机械报废制度并对淘汰和报废的农业机械依法实行回收。
农业机械安全监督管理条例,,,第一章 总则,,第九条 国务院农业机械化主管部门、工业主管部门、市场监督管理部门等有关部门依照本条例和国务院规定的职责负责农业机械安全监督管理工作。县级以上地方人民政府农业机械化主管部门、工业主管部门和市场监督管理部门等有关部门按照各自职责负责本行政区域的农业机械安全监督管理工作。
农业机械安全监督管理条例,,,第二章 生产、销售和维修,,第十条 国务院工业主管部门负责制定并组织实施农业机械工业产业政策和有关规划。国务院标准化主管部门负责制定发布农业机械安全技术国家标准并根据实际情况及时修订。农业机械安全技术标准是强制执行的标准。
农业机械安全监督管理条例,,,第二章 生产、销售和维修,,第十一条 农业机械生产者应当依据农业机械工业产业政策和有关规划按照农业机械安全技术标准组织生产并建立健全质量保障控制体系。对依法实行工业产品生产许可证管理的农业机械其生产者应当取得相应资质并按照许可的范围和条件组织生产。
农业机械安全监督管理条例,,,第二章 生产、销售和维修,,第十二条 农业机械生产者应当按照农业机械安全技术标准对生产的农业机械进行检验农业机械经检验合格并附具详尽的安全操作说明书和标注安全警示标志后方可出厂销售依法必须进行认证的农业机械在出厂前应当标注认证标志。上道路行驶的拖拉机依法必须经过认证的在出厂前应当标注认证标志并符合机动车国家安全技术标准。农业机械生产者应当建立产品出厂记录制度如实记录农业机械的名称、规格、数量、生产日期、生产批号、检验合格证号、购货者名称及联系方式、销售日期等内容。出厂记录保存期限不得少于 3 年。
农业机械安全监督管理条例,,,第二章 生产、销售和维修,,第十三条 进口的农业机械应当符合我国农业机械安全技术标准并依法由出入境检验检疫机构检验合格。依法必须进行认证的农业机械还应当由出入境检验检疫机构进行入境验证。
