文件名,编,分编,章,节,内容
石嘴山市文明行为促进条例,,,第一章 总则,,第一条 为了规范和促进文明行为培育和践行社会主义核心价值观提升公民道德素质和社会文明水平根据有关法律法规结合本市实际制定本条例。
石嘴山市文明行为促进条例,,,第一章 总则,,第二条 本条例适用于本市行政区域内的文明行为规范和文明行为促进工作。
石嘴山市文明行为促进条例,,,第一章 总则,,第三条 本条例所称文明行为是指遵守宪法、法律和法规维护公序良俗提升公民道德素质推动社会文明进步提高社会文明水平的行为。
石嘴山市文明行为促进条例,,,第一章 总则,,第四条 文明行为促进工作应当坚持法治与德治相结合遵循政府主导、社会参与、教育引导、重在养成的原则发挥公民主体作用。
石嘴山市文明行为促进条例,,,第一章 总则,,第五条 市、县区精神文明建设工作机构统筹协调本行政区域文明行为促进工作。
石嘴山市文明行为促进条例,,,第一章 总则,,第六条 市、县区人民政府应当将文明行为促进工作纳入国民经济和社会发展计划对文明行为促进工作经费给予保障。市、县区人民政府有关部门应当按照各自职责做好文明行为促进工作。乡镇人民政府、街道办事处应当做好文明行为促进工作。村民委员会、居民委员会应当加强宣传引导协助做好辖区文明行为促进工作。
石嘴山市文明行为促进条例,,,第一章 总则,,第七条 国家机关、企业事业单位、社会组织应当支持、参与文明行为促进工作。国家工作人员、先进模范人物应当在文明行为促进工作中发挥表率作用。
石嘴山市文明行为促进条例,,,第二章 规范与倡导,,第八条 公民应当遵守下列公共秩序文明行为规范活动服从管理主动为老年人、残障人士、病人、孕妇及怀抱婴幼儿乘客让座纠纷施等听从文明劝导体育设施、环卫设施、消防设施等公共设施网络和其他场合发布和传播虚假信息不发布侵害他人名誉、隐私等合法权益的信息抵制低俗淫秽暴力信息道、无障碍设施等
石嘴山市文明行为促进条例,,,第二章 规范与倡导,,第九条 公民应当遵守下列公共环境文明行为规范等废弃物杆及其他设施和地面上乱涂写、刻画、张贴、悬挂广告等宣传品时间、地点、方式避免环境噪声污染干扰他人工作学习生活
石嘴山市文明行为促进条例,,,第二章 规范与倡导,,第十条 公民应当遵守下列交通文明行为规范速缓行遇行人正在通过时停车让行规范使用灯光和喇叭不使用手持移动通讯工具不占用应急通道让行执行紧急任务的警车、消防车、救护车、工程救险车和超速行驶不醉酒驾驶不违反规定载人载物在规定地点有序停放不占用应急通道、人行道、盲道、机动车泊位等离设施车辆让行时快速通行不向车外抛洒物品不妨碍干扰驾驶人安全驾驶动车和行人通行
石嘴山市文明行为促进条例,,,第二章 规范与倡导,,第十一条 公民应当遵守下列社区文明行为规范场地、共用部位、共用设施设备等等家禽家畜
石嘴山市文明行为促进条例,,,第二章 规范与倡导,,第十二条 公民应当遵守下列家庭文明行为规范风家训培育文明素养
石嘴山市文明行为促进条例,,,第二章 规范与倡导,,第十三条 公民应当遵守下列养犬文明行为规范只粪便绿地、展览馆、办公、教学、医疗、文化体育娱乐场所等公共场所导盲犬、助残犬、警犬等不适用前款第三项、第四项规定。
石嘴山市文明行为促进条例,,,第二章 规范与倡导,,第十四条 倡导下列文明行为油、气等资源遗体学、应急救援、生态保护、社区治理、法律服务、赛会服务等社会公益活动士等所为志愿者、户外劳动者和其他需要帮助的人员提供饮用水、餐食加热、休息等便利服务民、优秀志愿者等先进人物
石嘴山市文明行为促进条例,,,第三章 促进与保障,,第十五条 市、县区人民政府应当加强社会信用体系建设建立统一的信用信息系统健全守信联合激励和失信联合惩戒机制提高全社会诚信意识和信用水平。有关部门应当完善监督检查、投诉举报、联合执法、教育引导、奖励惩戒等文明行为促进工作机制及时发现、制止和纠正不文明行为。
石嘴山市文明行为促进条例,,,第三章 促进与保障,,第十六条 市、县区人民政府应当对见义勇为、捐献、捐助、捐赠等行为给予褒奖。鼓励和支持公民参加志愿服务活动志愿者有困难时可以申请优先获得志愿服务。
石嘴山市文明行为促进条例,,,第三章 促进与保障,,第十七条 国家机关、企业事业单位、社会团体和其他组织应当制定文明行为规范的引导措施和行业文明行为规范并将文明行为促进工作纳入培训内容。
石嘴山市文明行为促进条例,,,第三章 促进与保障,,第十八条 市、县区人民政府应当加强城乡基础设施、公共服务设施和无障碍设施的规划建设和改造优化城市管理和服务。车站、医疗机构、大型商场、旅游景区等人员密集场所应当按规定设置无障碍卫生间、母婴室配备便民设施设备。
石嘴山市文明行为促进条例,,,第三章 促进与保障,,第十九条 承担文明行为促进工作职责的主管部门和单位可以在公民中聘请文明行为义务劝导员、监督员协助做好文明行为宣传、教育工作和制止、纠正不文明行为。制定文明公约、村规民约、管理规约、协会章程等应当约定文明行为相关内容。窗口服务单位应当设立文明引导员在车站、码头、广场等公共场所开展文明行为引导工作对不文明行为予以劝阻。
石嘴山市文明行为促进条例,,,第三章 促进与保障,,第二十条 公安机关交通管理部门应当保持道路交通信号灯、交通标志、交通标线的规范、清晰、完好依法维护交通秩序加强道路交通安全法律法规的宣传提高公民的道路交通安全意识。
石嘴山市文明行为促进条例,,,第三章 促进与保障,,第二十一条 交通运输管理部门应当加强公交车、出租车等运营单位和从业人员的职业道德和文明行为教育培养提高从业人员的文明素养和服务水平。
