文件名,编,分编,章,节,内容
四川省产品质量监督管理条例,,,第一章 总 则,,第一条 为了加强对产品质量的监督管理明确产品质量责任保护用户、消费者的合法权益维护社会经济秩序根据《中华人民共和国产品质量法》结合四川实际制定本条例。
四川省产品质量监督管理条例,,,第一章 总 则,,第二条 凡在四川省行政区域内从事产品生产、销售活动的必须遵守本条例。本条例所称产品是指经过加工、制作用于销售的产品。建设工程不适用本条例但用于建设工程中的建筑材料、装饰材料以及在建筑物内使用的、能保持其原有特性和用途的产品适用本条例军工产品不适用本条例但军工企业生产的民用产品适用本条例。
四川省产品质量监督管理条例,,,第一章 总 则,,第三条 生产者、销售者依法承担产品质量责任。生产者应建立健全产品质量管理制度销售者应建立健全进货检查验收制度。产品质量应当符合有关标准经检验合格。
四川省产品质量监督管理条例,,,第一章 总 则,,第四条 鼓励推行科学的质量管理方法采用先进的科学技术鼓励企业产品质量达到并超过行业标准、国家标准和国际标准对产品质量管理先进和产品质量达到先进水平、成绩显著的单位和个人由省人民政府给予表彰、奖励。
四川省产品质量监督管理条例,,,第一章 总 则,,第五条 省人民政府产品质量监督部门主管全省的产品质量监督管理工作。省人民政府有关部门在各自的职责范围内负责产品质量监督管理工作。市、州、县市、区人民政府产品质量监督部门负责本行政区域内的产品质量监督管理工作。市、州、县市、区人民政府有关部门在各自的职责范围内负责产品质量监督管理工作。法律、法规另有规定的从其规定。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第六条 对产品质量实行以抽查为主要方式的监督检查制度。监督检查应有规划、有组织地进行防止重复抽查。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第七条 产品质量监督抽查的重点是可能危及人体健康和人身、财产安全的产品影响国计民生的重要工业产品用户、消费者、有关组织反映有质量问题的产品。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第八条 省的产品质量监督抽查计划由省产品质量监督部门规划和组织。市、州、县市、区的产品质量监督抽查计划由市、州、县市、区的产品质量监督部门与同级有关部门商议后报上一级产品质量监督部门审批。监督抽查未纳入计划的不得进行抽查。但县级以上人民政府部署抽查的和用户、消费者反映有质量问题的产品进行抽查的除外。产品质量监督抽查的结果应当向社会公布。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第九条 对用户、消费者、有关组织反映有质量问题的产品接到反映的有关部门应当及时调查处理。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第十条 产品质量检验机构必须具备相应的检测条件和能力经国家和省产品质量监督部门或其授权的部门考核合格后方可承担产品质量检验工作。其他有检测能力的机构经省产品质量监督部门授权或者委托后可以承担指定范围的质量检验任务其出具的检验数据和结论具有法律效力。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第十一条 产品质量监督检验机构的检验人员须经产品质量监督部门考核合格取得检验员证书后方可从事产品质量监督检验工作。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第十二条 产品质量监督检验所需样品由技术监督工作人员、产品质量监督检验人员持产品质量监督部门颁发的监督员证或检验员证以及产品质量监督检验抽样通知单等有效证件向受检者抽取。抽样方法、数量应当符合标准或者有效文件的规定。抽取的样品在检验前应当妥善保管检验工作完毕留样期满后除损耗品和国家另有规定的外均应当退还受检者。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第十三条 产品质量监督检验的依据是或者质量判定规则与技术要求。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第十四条 依照《中华人民共和国产品质量法》和本条例进行的产品质量监督抽查所需检验费用按照国务院规定列支。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第十五条 产品质量监督检验机构对样品应当及时检验检验结果应当送达有关部门、受检者或者委托人。受检者对检验结果有异议的可以自收到检验结果之日起 15日内向实施监督抽查的产品质量监督部门或者其上级产品质量监督部门提出复检的书面申请由受理复检的产品质量监督部门作出复检结论。逾期未提出复检书面申请的视为对检验结果无异议。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第十六条 行政执法人员依法执行监督检查任务时有权查阅、复制有关的发票、帐册、凭证、文件、业务函电有权用照相、录音、录相等手段取得所需的证明材料可进入产品存放地和仓库检查产品对违反产品质量法律、法规生产、销售的产品与其有关的物品依照国家规定可施行查封或者扣押。行政执法人员对受检者合法的技术秘密、商业秘密应当保密。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第十七条 行政执法人员依法进行产品质量监督检查时应当有两人以上参加并出示国家统一制发的行政执法证件、佩带执法徽章使用统一的执法文书、罚没收据按规定的程序执法。
四川省产品质量监督管理条例,,,第二章 产品质量的监督管理,,第十八条 行政执法部门查封或者扣押产品、物品不得超过 30 日。情况复杂的经行政机关负责人批准可以延长但是延长期限不得超过 30 日。
四川省产品质量监督管理条例,,,第三章 生产者、销售者的产品质量责任和义务,,第十九条 生产者、销售者对其生产、销售的产品质量负责。产品质量必须符合下列要求人体健康人身、财产安全的国家标准、行业标准的应当符合该标准能的瑕疵作出说明的除外以产品说明、实物样品等方式表明的质量状况。
四川省产品质量监督管理条例,,,第三章 生产者、销售者的产品质量责任和义务,,第二十条 产品质量达不到规定标准但仍有该类产品使用价值并符合安全卫生要求的必须在产品或者其包装的明显部位标明处理品、次品或者等外品字样方可以出厂或者销售。
四川省产品质量监督管理条例,,,第三章 生产者、销售者的产品质量责任和义务,,第二十一条 生产、销售的产品或者其包装上的标识应当符合《中华人民共和国产品质量法》第二十七条、第二十八条的规定和国家关于产品标识、标志的其他规定。
四川省产品质量监督管理条例,,,第三章 生产者、销售者的产品质量责任和义务,,第二十二条 生产者、销售者不得生产、销售国家明令淘汰的产品。
四川省产品质量监督管理条例,,,第三章 生产者、销售者的产品质量责任和义务,,第二十三条 生产者、销售者不得伪造产地不得伪造或者冒用他人的厂名、厂址、认证标志、名优标志等质量标志及生产许可证、条形码标记。
四川省产品质量监督管理条例,,,第三章 生产者、销售者的产品质量责任和义务,,第二十四条 生产、销售的产品不得掺杂、掺假不得以假充真、以次充好不得以不合格产品冒充合格产品。
四川省产品质量监督管理条例,,,第三章 生产者、销售者的产品质量责任和义务,,第二十五条 销售者不得销售失效、变质的产品。
四川省产品质量监督管理条例,,,第三章 生产者、销售者的产品质量责任和义务,,第二十六条 销售者应当严格执行进货检查验收制度。验明产品合格证明进行产品标识检查、感官检查和必要的产品内在质量检验。销售者应当根据产品的特点采取必要的保管措施保持销售产品的质量。
四川省产品质量监督管理条例,,,第三章 生产者、销售者的产品质量责任和义务,,第二十七条 以联营或者代销等形式生产、销售产品的应当承担与本条例规定的生产者、销售者同样的产品质量责任。
四川省产品质量监督管理条例,,,第三章 生产者、销售者的产品质量责任和义务,,第二十八条 生产者、销售者等有关人员有责任协助产品质量监督管理的国家工作人员依法执行职务。
四川省产品质量监督管理条例,,,第四章 产品质量纠纷处理,,第二十九条 用户、消费者就产品质量问题有下列权利及时答复查询者举报有关部门和组织应当依法处理。
四川省产品质量监督管理条例,,,第四章 产品质量纠纷处理,,第三十条 因生产、销售的产品质量造成用户、消费者损失或者人身、财产损害的按照《中华人民共和国产品质量法》以及有关法律的规定由生产者、销售者承担赔偿责任。
四川省产品质量监督管理条例,,,第四章 产品质量纠纷处理,,第三十一条 因产品质量发生民事纠纷时当事人可以通过协商或者申请有关部门、组织调解解决也可以根据协议向仲裁机构申请仲裁。当事人不愿通过协商、调解解决或者协商、调解不成的或者没有达成仲裁协议的可以向人民法院起诉。
四川省产品质量监督管理条例,,,第五章 罚 则,,第三十二条 生产者、销售者不依法履行产品质量义务的依照《中华人民共和国产品质量法》和本条例规定处罚构成犯罪的依法追究刑事责任。
四川省产品质量监督管理条例,,,第五章 罚 则,,第三十三条 伪造产品产地的伪造或者冒用他人厂名、厂址的伪造或者冒用认证标志等质量标志的责令改正没收违法生产、销售的产品并处违法生产、销售产品包括已售出和未售出的产品货值金额等值以下的罚款有违法所得的并处没收违法所得情节严重的吊销营业执照。
四川省产品质量监督管理条例,,,第五章 罚 则,,第三十四条 隐匿、转移、变卖、毁损被产品质量监督部门或者工商行政管理部门查封、扣押的物品的处被隐匿、转移、变卖、毁损物品货值金额等值以上 3 倍以下的罚款有违法所得的并处没收违法所得。
四川省产品质量监督管理条例,,,第五章 罚 则,,第三十五条 有本条例所列违法行为无销售收入或者因销售者不如实提供有关资料致使销售收入难以确认的可以处1000 元以上 10 万元以下的罚款。
四川省产品质量监督管理条例,,,第五章 罚 则,,第三十六条 违反本条例第十条规定未经考核合格或者未经省产品质量监督部门授权、委托向社会提供检验数据和结论的责令其停止检验工作没收检验收入可以并处检验收入 1倍以上 3 倍以下的罚款。
四川省产品质量监督管理条例,,,第五章 罚 则,,第三十七条 当事人对具体行政行为不服的可以依法申请行政复议或者提起行政诉讼。
四川省产品质量监督管理条例,,,第五章 罚 则,,第三十八条 拒绝、阻碍从事产品质量监督管理的国家工作人员依法执行职务未使用暴力、威胁方法的由公安机关依照《中华人民共和国治安管理处罚法》的规定处罚以暴力、威胁方法阻碍从事产品质量监督管理的国家工作人员依法执行职务的追究刑事责任。
四川省产品质量监督管理条例,,,第五章 罚 则,,第三十九条 国家工作人员利用职务对明知有违反本条例规定的生产者、销售者故意包庇使其不受处罚的由有关部门追究行政责任构成犯罪的依法追究刑事责任。
四川省产品质量监督管理条例,,,第六章 附 则,,第四十条 本条例自公布之日起施行。1988 年 9 月 26 日发布的《四川省工业产品质量监督条例》同时废止。
